bucket_start,bucket_end,count,percent
8350,8400,1,0.010000
8400,8450,0,0.000000
8450,8500,0,0.000000
8500,8550,0,0.000000
8550,8600,0,0.000000
8600,8650,0,0.000000
8650,8700,0,0.000000
8700,8750,0,0.000000
8750,8800,0,0.000000
8800,8850,0,0.000000
8850,8900,0,0.000000
8900,8950,0,0.000000
8950,9000,0,0.000000
9000,9050,0,0.000000
9050,9100,0,0.000000
9100,9150,1,0.010000
9150,9200,0,0.000000
9200,9250,0,0.000000
9250,9300,0,0.000000
9300,9350,0,0.000000
9350,9400,0,0.000000
9400,9450,0,0.000000
9450,9500,0,0.000000
9500,9550,0,0.000000
9550,9600,0,0.000000
9600,9650,1,0.010000
9650,9700,0,0.000000
9700,9750,0,0.000000
9750,9800,0,0.000000
9800,9850,0,0.000000
9850,9900,0,0.000000
9900,9950,0,0.000000
9950,10000,1,0.010000
10000,10050,0,0.000000
10050,10100,0,0.000000
10100,10150,0,0.000000
10150,10200,0,0.000000
10200,10250,0,0.000000
10250,10300,0,0.000000
10300,10350,0,0.000000
10350,10400,0,0.000000
10400,10450,0,0.000000
10450,10500,0,0.000000
10500,10550,0,0.000000
10550,10600,0,0.000000
10600,10650,0,0.000000
10650,10700,0,0.000000
10700,10750,0,0.000000
10750,10800,1,0.010000
10800,10850,0,0.000000
10850,10900,1,0.010000
10900,10950,0,0.000000
10950,11000,0,0.000000
11000,11050,0,0.000000
11050,11100,1,0.010000
11100,11150,0,0.000000
11150,11200,0,0.000000
11200,11250,0,0.000000
11250,11300,0,0.000000
11300,11350,0,0.000000
11350,11400,1,0.010000
11400,11450,1,0.010000
11450,11500,0,0.000000
11500,11550,2,0.020000
11550,11600,0,0.000000
11600,11650,1,0.010000
11650,11700,1,0.010000
11700,11750,1,0.010000
11750,11800,0,0.000000
11800,11850,1,0.010000
11850,11900,0,0.000000
11900,11950,1,0.010000
11950,12000,1,0.010000
12000,12050,1,0.010000
12050,12100,0,0.000000
12100,12150,1,0.010000
12150,12200,0,0.000000
12200,12250,0,0.000000
12250,12300,0,0.000000
12300,12350,0,0.000000
12350,12400,0,0.000000
12400,12450,0,0.000000
12450,12500,1,0.010000
12500,12550,0,0.000000
12550,12600,0,0.000000
12600,12650,0,0.000000
12650,12700,0,0.000000
12700,12750,0,0.000000
12750,12800,0,0.000000
12800,12850,0,0.000000
12850,12900,0,0.000000
12900,12950,0,0.000000
12950,13000,0,0.000000
13000,13050,0,0.000000
13050,13100,0,0.000000
13100,13150,0,0.000000
13150,13200,0,0.000000
13200,13250,0,0.000000
13250,13300,0,0.000000
13300,13350,0,0.000000
13350,13400,1,0.010000
13400,13450,0,0.000000
13450,13500,1,0.010000
13500,13550,0,0.000000
13550,13600,0,0.000000
13600,13650,0,0.000000
13650,13700,1,0.010000
13700,13750,0,0.000000
13750,13800,0,0.000000
13800,13850,0,0.000000
13850,13900,1,0.010000
13900,13950,0,0.000000
13950,14000,0,0.000000
14000,14050,0,0.000000
14050,14100,0,0.000000
14100,14150,0,0.000000
14150,14200,0,0.000000
14200,14250,0,0.000000
14250,14300,0,0.000000
14300,14350,0,0.000000
14350,14400,0,0.000000
14400,14450,0,0.000000
14450,14500,0,0.000000
14500,14550,0,0.000000
14550,14600,0,0.000000
14600,14650,0,0.000000
14650,14700,0,0.000000
14700,14750,0,0.000000
14750,14800,2,0.020000
14800,14850,2,0.020000
14850,14900,0,0.000000
14900,14950,0,0.000000
14950,15000,1,0.010000
15000,15050,0,0.000000
15050,15100,0,0.000000
15100,15150,1,0.010000
15150,15200,0,0.000000
15200,15250,0,0.000000
15250,15300,0,0.000000
15300,15350,0,0.000000
15350,15400,0,0.000000
15400,15450,0,0.000000
15450,15500,0,0.000000
15500,15550,0,0.000000
15550,15600,0,0.000000
15600,15650,0,0.000000
15650,15700,1,0.010000
15700,15750,0,0.000000
15750,15800,0,0.000000
15800,15850,0,0.000000
15850,15900,0,0.000000
15900,15950,0,0.000000
15950,16000,0,0.000000
16000,16050,0,0.000000
16050,16100,0,0.000000
16100,16150,0,0.000000
16150,16200,0,0.000000
16200,16250,0,0.000000
16250,16300,0,0.000000
16300,16350,0,0.000000
16350,16400,0,0.000000
16400,16450,1,0.010000
16450,16500,0,0.000000
16500,16550,0,0.000000
16550,16600,0,0.000000
16600,16650,0,0.000000
16650,16700,0,0.000000
16700,16750,0,0.000000
16750,16800,0,0.000000
16800,16850,0,0.000000
16850,16900,0,0.000000
16900,16950,0,0.000000
16950,17000,0,0.000000
17000,17050,1,0.010000
17050,17100,0,0.000000
17100,17150,1,0.010000
17150,17200,0,0.000000
17200,17250,0,0.000000
17250,17300,0,0.000000
17300,17350,1,0.010000
17350,17400,0,0.000000
17400,17450,0,0.000000
17450,17500,0,0.000000
17500,17550,0,0.000000
17550,17600,0,0.000000
17600,17650,0,0.000000
17650,17700,0,0.000000
17700,17750,0,0.000000
17750,17800,0,0.000000
17800,17850,0,0.000000
17850,17900,0,0.000000
17900,17950,0,0.000000
17950,18000,0,0.000000
18000,18050,0,0.000000
18050,18100,0,0.000000
18100,18150,0,0.000000
18150,18200,0,0.000000
18200,18250,0,0.000000
18250,18300,0,0.000000
18300,18350,0,0.000000
18350,18400,0,0.000000
18400,18450,0,0.000000
18450,18500,0,0.000000
18500,18550,0,0.000000
18550,18600,0,0.000000
18600,18650,0,0.000000
18650,18700,0,0.000000
18700,18750,0,0.000000
18750,18800,0,0.000000
18800,18850,0,0.000000
18850,18900,0,0.000000
18900,18950,0,0.000000
18950,19000,0,0.000000
19000,19050,0,0.000000
19050,19100,0,0.000000
19100,19150,0,0.000000
19150,19200,0,0.000000
19200,19250,0,0.000000
19250,19300,0,0.000000
19300,19350,1,0.010000
19350,19400,0,0.000000
19400,19450,0,0.000000
19450,19500,0,0.000000
19500,19550,0,0.000000
19550,19600,0,0.000000
19600,19650,1,0.010000
19650,19700,0,0.000000
19700,19750,0,0.000000
19750,19800,0,0.000000
19800,19850,0,0.000000
19850,19900,1,0.010000
19900,19950,0,0.000000
19950,20000,0,0.000000
20000,20050,0,0.000000
20050,20100,0,0.000000
20100,20150,0,0.000000
20150,20200,0,0.000000
20200,20250,0,0.000000
20250,20300,0,0.000000
20300,20350,0,0.000000
20350,20400,0,0.000000
20400,20450,0,0.000000
20450,20500,0,0.000000
20500,20550,0,0.000000
20550,20600,0,0.000000
20600,20650,0,0.000000
20650,20700,0,0.000000
20700,20750,0,0.000000
20750,20800,0,0.000000
20800,20850,1,0.010000
20850,20900,0,0.000000
20900,20950,0,0.000000
20950,21000,0,0.000000
21000,21050,0,0.000000
21050,21100,0,0.000000
21100,21150,0,0.000000
21150,21200,1,0.010000
21200,21250,0,0.000000
21250,21300,0,0.000000
21300,21350,0,0.000000
21350,21400,1,0.010000
21400,21450,0,0.000000
21450,21500,1,0.010000
21500,21550,0,0.000000
21550,21600,0,0.000000
21600,21650,0,0.000000
21650,21700,0,0.000000
21700,21750,0,0.000000
21750,21800,0,0.000000
21800,21850,0,0.000000
21850,21900,0,0.000000
21900,21950,1,0.010000
21950,22000,0,0.000000
22000,22050,0,0.000000
22050,22100,0,0.000000
22100,22150,0,0.000000
22150,22200,0,0.000000
22200,22250,0,0.000000
22250,22300,0,0.000000
22300,22350,0,0.000000
22350,22400,0,0.000000
22400,22450,0,0.000000
22450,22500,0,0.000000
22500,22550,0,0.000000
22550,22600,0,0.000000
22600,22650,0,0.000000
22650,22700,0,0.000000
22700,22750,0,0.000000
22750,22800,0,0.000000
22800,22850,0,0.000000
22850,22900,0,0.000000
22900,22950,0,0.000000
22950,23000,0,0.000000
23000,23050,0,0.000000
23050,23100,1,0.010000
23100,23150,0,0.000000
23150,23200,0,0.000000
23200,23250,0,0.000000
23250,23300,0,0.000000
23300,23350,0,0.000000
23350,23400,0,0.000000
23400,23450,0,0.000000
23450,23500,0,0.000000
23500,23550,0,0.000000
23550,23600,0,0.000000
23600,23650,0,0.000000
23650,23700,0,0.000000
23700,23750,0,0.000000
23750,23800,0,0.000000
23800,23850,0,0.000000
23850,23900,0,0.000000
23900,23950,0,0.000000
23950,24000,0,0.000000
24000,24050,0,0.000000
24050,24100,0,0.000000
24100,24150,0,0.000000
24150,24200,0,0.000000
24200,24250,0,0.000000
24250,24300,0,0.000000
24300,24350,0,0.000000
24350,24400,0,0.000000
24400,24450,0,0.000000
24450,24500,0,0.000000
24500,24550,0,0.000000
24550,24600,0,0.000000
24600,24650,1,0.010000
24650,24700,0,0.000000
24700,24750,1,0.010000
24750,24800,0,0.000000
24800,24850,0,0.000000
24850,24900,0,0.000000
24900,24950,0,0.000000
24950,25000,0,0.000000
25000,25050,0,0.000000
25050,25100,0,0.000000
25100,25150,0,0.000000
25150,25200,0,0.000000
25200,25250,0,0.000000
25250,25300,0,0.000000
25300,25350,0,0.000000
25350,25400,0,0.000000
25400,25450,1,0.010000
25450,25500,0,0.000000
25500,25550,0,0.000000
25550,25600,0,0.000000
25600,25650,0,0.000000
25650,25700,0,0.000000
25700,25750,0,0.000000
25750,25800,0,0.000000
25800,25850,0,0.000000
25850,25900,1,0.010000
25900,25950,0,0.000000
25950,26000,0,0.000000
26000,26050,0,0.000000
26050,26100,0,0.000000
26100,26150,0,0.000000
26150,26200,0,0.000000
26200,26250,0,0.000000
26250,26300,0,0.000000
26300,26350,0,0.000000
26350,26400,0,0.000000
26400,26450,1,0.010000
26450,26500,0,0.000000
26500,26550,0,0.000000
26550,26600,0,0.000000
26600,26650,0,0.000000
26650,26700,0,0.000000
26700,26750,0,0.000000
26750,26800,0,0.000000
26800,26850,0,0.000000
26850,26900,0,0.000000
26900,26950,1,0.010000
26950,27000,1,0.010000
27000,27050,0,0.000000
27050,27100,0,0.000000
27100,27150,0,0.000000
27150,27200,0,0.000000
27200,27250,0,0.000000
27250,27300,0,0.000000
27300,27350,0,0.000000
27350,27400,0,0.000000
27400,27450,0,0.000000
27450,27500,0,0.000000
27500,27550,0,0.000000
27550,27600,0,0.000000
27600,27650,0,0.000000
27650,27700,0,0.000000
27700,27750,0,0.000000
27750,27800,0,0.000000
27800,27850,0,0.000000
27850,27900,0,0.000000
27900,27950,0,0.000000
27950,28000,0,0.000000
28000,28050,0,0.000000
28050,28100,0,0.000000
28100,28150,0,0.000000
28150,28200,0,0.000000
28200,28250,0,0.000000
28250,28300,0,0.000000
28300,28350,0,0.000000
28350,28400,0,0.000000
28400,28450,0,0.000000
28450,28500,0,0.000000
28500,28550,0,0.000000
28550,28600,0,0.000000
28600,28650,0,0.000000
28650,28700,0,0.000000
28700,28750,0,0.000000
28750,28800,0,0.000000
28800,28850,0,0.000000
28850,28900,0,0.000000
28900,28950,0,0.000000
28950,29000,0,0.000000
29000,29050,0,0.000000
29050,29100,0,0.000000
29100,29150,0,0.000000
29150,29200,0,0.000000
29200,29250,0,0.000000
29250,29300,0,0.000000
29300,29350,0,0.000000
29350,29400,0,0.000000
29400,29450,0,0.000000
29450,29500,0,0.000000
29500,29550,0,0.000000
29550,29600,0,0.000000
29600,29650,0,0.000000
29650,29700,0,0.000000
29700,29750,0,0.000000
29750,29800,0,0.000000
29800,29850,1,0.010000
29850,29900,0,0.000000
29900,29950,0,0.000000
29950,30000,0,0.000000
30000,30050,0,0.000000
30050,30100,0,0.000000
30100,30150,0,0.000000
30150,30200,0,0.000000
30200,30250,0,0.000000
30250,30300,0,0.000000
30300,30350,0,0.000000
30350,30400,0,0.000000
30400,30450,0,0.000000
30450,30500,0,0.000000
30500,30550,0,0.000000
30550,30600,0,0.000000
30600,30650,1,0.010000
30650,30700,0,0.000000
30700,30750,0,0.000000
30750,30800,0,0.000000
30800,30850,0,0.000000
30850,30900,0,0.000000
30900,30950,0,0.000000
30950,31000,0,0.000000
31000,31050,0,0.000000
31050,31100,0,0.000000
31100,31150,0,0.000000
31150,31200,0,0.000000
31200,31250,0,0.000000
31250,31300,0,0.000000
31300,31350,0,0.000000
31350,31400,0,0.000000
31400,31450,0,0.000000
31450,31500,0,0.000000
31500,31550,0,0.000000
31550,31600,1,0.010000
31600,31650,0,0.000000
31650,31700,0,0.000000
31700,31750,0,0.000000
31750,31800,0,0.000000
31800,31850,0,0.000000
31850,31900,0,0.000000
31900,31950,0,0.000000
31950,32000,0,0.000000
32000,32050,0,0.000000
32050,32100,0,0.000000
32100,32150,0,0.000000
32150,32200,0,0.000000
32200,32250,0,0.000000
32250,32300,0,0.000000
32300,32350,0,0.000000
32350,32400,0,0.000000
32400,32450,1,0.010000
32450,32500,0,0.000000
32500,32550,0,0.000000
32550,32600,0,0.000000
32600,32650,0,0.000000
32650,32700,0,0.000000
32700,32750,0,0.000000
32750,32800,0,0.000000
32800,32850,0,0.000000
32850,32900,0,0.000000
32900,32950,0,0.000000
32950,33000,1,0.010000
33000,33050,0,0.000000
33050,33100,0,0.000000
33100,33150,0,0.000000
33150,33200,0,0.000000
33200,33250,0,0.000000
33250,33300,0,0.000000
33300,33350,0,0.000000
33350,33400,0,0.000000
33400,33450,0,0.000000
33450,33500,0,0.000000
33500,33550,0,0.000000
33550,33600,0,0.000000
33600,33650,0,0.000000
33650,33700,0,0.000000
33700,33750,0,0.000000
33750,33800,0,0.000000
33800,33850,0,0.000000
33850,33900,0,0.000000
33900,33950,0,0.000000
33950,34000,0,0.000000
34000,34050,0,0.000000
34050,34100,0,0.000000
34100,34150,0,0.000000
34150,34200,0,0.000000
34200,34250,0,0.000000
34250,34300,0,0.000000
34300,34350,0,0.000000
34350,34400,0,0.000000
34400,34450,0,0.000000
34450,34500,0,0.000000
34500,34550,0,0.000000
34550,34600,0,0.000000
34600,34650,0,0.000000
34650,34700,0,0.000000
34700,34750,0,0.000000
34750,34800,0,0.000000
34800,34850,0,0.000000
34850,34900,0,0.000000
34900,34950,0,0.000000
34950,35000,0,0.000000
35000,35050,0,0.000000
35050,35100,0,0.000000
35100,35150,0,0.000000
35150,35200,0,0.000000
35200,35250,0,0.000000
35250,35300,0,0.000000
35300,35350,0,0.000000
35350,35400,0,0.000000
35400,35450,0,0.000000
35450,35500,0,0.000000
35500,35550,0,0.000000
35550,35600,0,0.000000
35600,35650,0,0.000000
35650,35700,0,0.000000
35700,35750,0,0.000000
35750,35800,0,0.000000
35800,35850,0,0.000000
35850,35900,0,0.000000
35900,35950,0,0.000000
35950,36000,0,0.000000
36000,36050,0,0.000000
36050,36100,0,0.000000
36100,36150,0,0.000000
36150,36200,0,0.000000
36200,36250,0,0.000000
36250,36300,0,0.000000
36300,36350,0,0.000000
36350,36400,0,0.000000
36400,36450,0,0.000000
36450,36500,0,0.000000
36500,36550,0,0.000000
36550,36600,0,0.000000
36600,36650,0,0.000000
36650,36700,0,0.000000
36700,36750,0,0.000000
36750,36800,0,0.000000
36800,36850,0,0.000000
36850,36900,0,0.000000
36900,36950,0,0.000000
36950,37000,0,0.000000
37000,37050,0,0.000000
37050,37100,0,0.000000
37100,37150,0,0.000000
37150,37200,0,0.000000
37200,37250,0,0.000000
37250,37300,0,0.000000
37300,37350,0,0.000000
37350,37400,0,0.000000
37400,37450,0,0.000000
37450,37500,0,0.000000
37500,37550,0,0.000000
37550,37600,0,0.000000
37600,37650,0,0.000000
37650,37700,0,0.000000
37700,37750,0,0.000000
37750,37800,0,0.000000
37800,37850,0,0.000000
37850,37900,0,0.000000
37900,37950,0,0.000000
37950,38000,0,0.000000
38000,38050,0,0.000000
38050,38100,0,0.000000
38100,38150,0,0.000000
38150,38200,0,0.000000
38200,38250,0,0.000000
38250,38300,0,0.000000
38300,38350,0,0.000000
38350,38400,0,0.000000
38400,38450,0,0.000000
38450,38500,0,0.000000
38500,38550,0,0.000000
38550,38600,0,0.000000
38600,38650,0,0.000000
38650,38700,0,0.000000
38700,38750,0,0.000000
38750,38800,1,0.010000
38800,38850,0,0.000000
38850,38900,0,0.000000
38900,38950,0,0.000000
38950,39000,0,0.000000
39000,39050,0,0.000000
39050,39100,0,0.000000
39100,39150,0,0.000000
39150,39200,0,0.000000
39200,39250,0,0.000000
39250,39300,0,0.000000
39300,39350,0,0.000000
39350,39400,0,0.000000
39400,39450,0,0.000000
39450,39500,0,0.000000
39500,39550,0,0.000000
39550,39600,0,0.000000
39600,39650,0,0.000000
39650,39700,0,0.000000
39700,39750,0,0.000000
39750,39800,0,0.000000
39800,39850,0,0.000000
39850,39900,0,0.000000
39900,39950,0,0.000000
39950,40000,0,0.000000
40000,40050,0,0.000000
40050,40100,0,0.000000
40100,40150,0,0.000000
40150,40200,0,0.000000
40200,40250,0,0.000000
40250,40300,0,0.000000
40300,40350,0,0.000000
40350,40400,0,0.000000
40400,40450,0,0.000000
40450,40500,0,0.000000
40500,40550,0,0.000000
40550,40600,0,0.000000
40600,40650,0,0.000000
40650,40700,0,0.000000
40700,40750,0,0.000000
40750,40800,0,0.000000
40800,40850,0,0.000000
40850,40900,0,0.000000
40900,40950,0,0.000000
40950,41000,0,0.000000
41000,41050,0,0.000000
41050,41100,0,0.000000
41100,41150,0,0.000000
41150,41200,0,0.000000
41200,41250,0,0.000000
41250,41300,0,0.000000
41300,41350,0,0.000000
41350,41400,0,0.000000
41400,41450,0,0.000000
41450,41500,0,0.000000
41500,41550,1,0.010000
41550,41600,0,0.000000
41600,41650,0,0.000000
41650,41700,0,0.000000
41700,41750,0,0.000000
41750,41800,0,0.000000
41800,41850,0,0.000000
41850,41900,0,0.000000
41900,41950,0,0.000000
41950,42000,0,0.000000
42000,42050,0,0.000000
42050,42100,0,0.000000
42100,42150,0,0.000000
42150,42200,0,0.000000
42200,42250,0,0.000000
42250,42300,0,0.000000
42300,42350,0,0.000000
42350,42400,0,0.000000
42400,42450,0,0.000000
42450,42500,0,0.000000
42500,42550,0,0.000000
42550,42600,0,0.000000
42600,42650,0,0.000000
42650,42700,0,0.000000
42700,42750,0,0.000000
42750,42800,0,0.000000
42800,42850,1,0.010000
42850,42900,0,0.000000
42900,42950,0,0.000000
42950,43000,0,0.000000
43000,43050,0,0.000000
43050,43100,0,0.000000
43100,43150,0,0.000000
43150,43200,0,0.000000
43200,43250,0,0.000000
43250,43300,0,0.000000
43300,43350,0,0.000000
43350,43400,0,0.000000
43400,43450,0,0.000000
43450,43500,0,0.000000
43500,43550,0,0.000000
43550,43600,0,0.000000
43600,43650,0,0.000000
43650,43700,0,0.000000
43700,43750,0,0.000000
43750,43800,0,0.000000
43800,43850,0,0.000000
43850,43900,0,0.000000
43900,43950,0,0.000000
43950,44000,0,0.000000
44000,44050,0,0.000000
44050,44100,0,0.000000
44100,44150,0,0.000000
44150,44200,0,0.000000
44200,44250,0,0.000000
44250,44300,0,0.000000
44300,44350,0,0.000000
44350,44400,0,0.000000
44400,44450,0,0.000000
44450,44500,0,0.000000
44500,44550,0,0.000000
44550,44600,0,0.000000
44600,44650,0,0.000000
44650,44700,0,0.000000
44700,44750,0,0.000000
44750,44800,0,0.000000
44800,44850,0,0.000000
44850,44900,0,0.000000
44900,44950,0,0.000000
44950,45000,0,0.000000
45000,45050,0,0.000000
45050,45100,0,0.000000
45100,45150,0,0.000000
45150,45200,0,0.000000
45200,45250,0,0.000000
45250,45300,0,0.000000
45300,45350,0,0.000000
45350,45400,0,0.000000
45400,45450,1,0.010000
45450,45500,0,0.000000
45500,45550,0,0.000000
45550,45600,0,0.000000
45600,45650,0,0.000000
45650,45700,0,0.000000
45700,45750,0,0.000000
45750,45800,0,0.000000
45800,45850,0,0.000000
45850,45900,0,0.000000
45900,45950,0,0.000000
45950,46000,0,0.000000
46000,46050,0,0.000000
46050,46100,0,0.000000
46100,46150,0,0.000000
46150,46200,0,0.000000
46200,46250,0,0.000000
46250,46300,0,0.000000
46300,46350,0,0.000000
46350,46400,0,0.000000
46400,46450,0,0.000000
46450,46500,0,0.000000
46500,46550,0,0.000000
46550,46600,0,0.000000
46600,46650,0,0.000000
46650,46700,0,0.000000
46700,46750,0,0.000000
46750,46800,0,0.000000
46800,46850,0,0.000000
46850,46900,0,0.000000
46900,46950,0,0.000000
46950,47000,0,0.000000
47000,47050,0,0.000000
47050,47100,0,0.000000
47100,47150,0,0.000000
47150,47200,0,0.000000
47200,47250,0,0.000000
47250,47300,0,0.000000
47300,47350,0,0.000000
47350,47400,0,0.000000
47400,47450,0,0.000000
47450,47500,0,0.000000
47500,47550,0,0.000000
47550,47600,0,0.000000
47600,47650,0,0.000000
47650,47700,0,0.000000
47700,47750,0,0.000000
47750,47800,0,0.000000
47800,47850,0,0.000000
47850,47900,0,0.000000
47900,47950,0,0.000000
47950,48000,0,0.000000
48000,48050,0,0.000000
48050,48100,0,0.000000
48100,48150,0,0.000000
48150,48200,0,0.000000
48200,48250,0,0.000000
48250,48300,0,0.000000
48300,48350,0,0.000000
48350,48400,0,0.000000
48400,48450,0,0.000000
48450,48500,0,0.000000
48500,48550,0,0.000000
48550,48600,0,0.000000
48600,48650,0,0.000000
48650,48700,0,0.000000
48700,48750,0,0.000000
48750,48800,0,0.000000
48800,48850,0,0.000000
48850,48900,0,0.000000
48900,48950,0,0.000000
48950,49000,0,0.000000
49000,49050,0,0.000000
49050,49100,0,0.000000
49100,49150,0,0.000000
49150,49200,0,0.000000
49200,49250,0,0.000000
49250,49300,0,0.000000
49300,49350,1,0.010000
49350,49400,0,0.000000
49400,49450,0,0.000000
49450,49500,0,0.000000
49500,49550,0,0.000000
49550,49600,0,0.000000
49600,49650,0,0.000000
49650,49700,0,0.000000
49700,49750,0,0.000000
49750,49800,0,0.000000
49800,49850,0,0.000000
49850,49900,0,0.000000
49900,49950,0,0.000000
49950,50000,0,0.000000
50000,50050,0,0.000000
50050,50100,0,0.000000
50100,50150,0,0.000000
50150,50200,0,0.000000
50200,50250,0,0.000000
50250,50300,0,0.000000
50300,50350,0,0.000000
50350,50400,0,0.000000
50400,50450,0,0.000000
50450,50500,0,0.000000
50500,50550,0,0.000000
50550,50600,0,0.000000
50600,50650,0,0.000000
50650,50700,0,0.000000
50700,50750,0,0.000000
50750,50800,0,0.000000
50800,50850,0,0.000000
50850,50900,0,0.000000
50900,50950,0,0.000000
50950,51000,0,0.000000
51000,51050,0,0.000000
51050,51100,0,0.000000
51100,51150,0,0.000000
51150,51200,0,0.000000
51200,51250,0,0.000000
51250,51300,0,0.000000
51300,51350,0,0.000000
51350,51400,0,0.000000
51400,51450,0,0.000000
51450,51500,0,0.000000
51500,51550,0,0.000000
51550,51600,0,0.000000
51600,51650,0,0.000000
51650,51700,0,0.000000
51700,51750,0,0.000000
51750,51800,0,0.000000
51800,51850,0,0.000000
51850,51900,0,0.000000
51900,51950,0,0.000000
51950,52000,0,0.000000
52000,52050,0,0.000000
52050,52100,0,0.000000
52100,52150,0,0.000000
52150,52200,0,0.000000
52200,52250,0,0.000000
52250,52300,0,0.000000
52300,52350,0,0.000000
52350,52400,0,0.000000
52400,52450,0,0.000000
52450,52500,0,0.000000
52500,52550,0,0.000000
52550,52600,0,0.000000
52600,52650,0,0.000000
52650,52700,0,0.000000
52700,52750,0,0.000000
52750,52800,0,0.000000
52800,52850,0,0.000000
52850,52900,0,0.000000
52900,52950,0,0.000000
52950,53000,0,0.000000
53000,53050,0,0.000000
53050,53100,0,0.000000
53100,53150,0,0.000000
53150,53200,0,0.000000
53200,53250,0,0.000000
53250,53300,0,0.000000
53300,53350,0,0.000000
53350,53400,0,0.000000
53400,53450,0,0.000000
53450,53500,0,0.000000
53500,53550,0,0.000000
53550,53600,0,0.000000
53600,53650,0,0.000000
53650,53700,0,0.000000
53700,53750,0,0.000000
53750,53800,0,0.000000
53800,53850,0,0.000000
